timestamp,distance_km,base_duration_min,traffic_speed_kmh,free_flow_speed_kmh,congestion_ratio,hour,day_of_week,weekend,rainfall_mm,visibility_km,temperature_c,incident_count,incident_severity,road_type_encoded,vehicle_type_encoded,route_length_km,historical_mean_time,historical_std_time,actual_travel_time,delayed
2026-01-01T15:36:00,25.29,23.3,55.7,65.0,0.143,15,3,0,0.0,10.0,32.8,0,0,2,2,25.29,24.6,3.0,26.3,0
2026-01-01T15:54:00,31.45,29.0,53.3,65.0,0.18,15,3,0,0.0,10.0,29.6,0,0,1,2,31.45,31.1,3.7,30.4,0
2026-01-01T16:12:00,18.51,22.2,40.6,50.0,0.188,16,3,0,2.0,4.1,17.7,0,0,0,0,18.51,23.9,2.9,28.0,1
2026-01-01T16:30:00,45.46,42.0,57.5,65.0,0.115,16,3,0,0.0,10.0,40.5,0,0,0,2,45.46,43.9,5.3,46.0,0
2026-01-01T16:48:00,27.49,25.4,60.1,65.0,0.075,16,3,0,0.3,2.9,23.7,0,0,1,2,27.49,26.2,3.1,27.4,0
2026-01-01T17:06:00,38.74,35.8,41.3,65.0,0.365,17,3,0,0.0,10.0,31.5,0,0,1,1,38.74,41.0,4.9,58.6,1
2026-01-01T17:24:00,40.68,37.6,34.7,65.0,0.466,17,3,0,5.8,4.5,33.8,0,0,0,2,40.68,44.6,5.4,69.0,1
2026-01-01T17:42:00,10.22,12.3,27.5,50.0,0.45,17,3,0,0.0,10.0,19.4,0,0,1,2,10.22,14.5,2.0,26.2,1
2026-01-01T18:00:00,22.86,21.1,44.3,65.0,0.318,18,3,0,0.0,10.0,20.7,0,0,0,2,22.86,23.8,2.9,31.1,1
2026-01-01T18:18:00,32.14,29.7,38.5,65.0,0.408,18,3,0,0.0,10.0,30.0,0,0,0,1,32.14,34.5,4.1,51.0,1
2026-01-01T18:36:00,57.43,53.0,37.0,65.0,0.431,18,3,0,0.0,10.0,31.6,0,0,0,2,57.43,62.1,7.5,92.3,1
2026-01-01T18:54:00,30.21,27.9,39.1,65.0,0.398,18,3,0,0.0,10.0,46.5,0,0,2,1,30.21,32.3,3.9,48.8,1
2026-01-01T19:12:00,35.5,32.8,46.7,65.0,0.282,19,3,0,0.0,10.0,33.7,0,0,2,1,35.5,36.5,4.4,50.1,1
2026-01-01T19:30:00,63.21,58.3,40.5,65.0,0.377,19,3,0,0.0,10.0,29.4,0,0,0,2,63.21,67.1,8.1,93.8,1
2026-01-01T19:48:00,30.61,28.3,36.8,65.0,0.434,19,3,0,0.0,10.0,27.3,0,0,1,0,30.61,33.2,4.0,49.1,1
2026-01-01T20:06:00,59.74,55.1,39.8,65.0,0.388,20,3,0,0.0,10.0,29.8,0,0,0,1,59.74,63.7,7.6,94.7,1
2026-01-01T20:24:00,22.18,20.5,39.0,65.0,0.4,20,3,0,0.0,10.0,17.5,0,0,1,1,22.18,23.8,2.9,35.7,1
2026-01-01T20:42:00,50.42,46.5,38.7,65.0,0.405,20,3,0,0.0,10.0,30.2,0,0,0,1,50.42,54.0,6.5,72.0,1
2026-01-01T21:00:00,32.87,30.3,58.4,65.0,0.102,21,3,0,0.0,10.0,27.3,0,0,0,0,32.87,31.5,3.8,33.4,0
2026-01-01T21:18:00,47.64,44.0,60.8,65.0,0.065,21,3,0,0.6,2.7,28.7,0,0,2,0,47.64,45.1,5.4,45.3,0
2026-01-01T21:36:00,11.3,13.6,41.8,50.0,0.164,21,3,0,0.0,10.0,25.2,0,0,1,2,11.3,14.5,2.0,14.3,0
2026-01-01T21:54:00,28.54,26.3,62.4,65.0,0.04,21,3,0,0.0,10.0,21.7,0,0,0,2,28.54,26.7,3.2,26.3,0
2026-01-01T22:12:00,12.34,14.8,38.8,50.0,0.224,22,3,0,0.0,10.0,37.1,0,0,0,0,12.34,16.1,2.0,16.0,0
2026-01-01T22:30:00,31.44,29.0,55.4,65.0,0.148,22,3,0,0.0,10.0,28.1,0,0,1,1,31.44,30.7,3.7,37.6,1
2026-01-01T22:48:00,11.62,13.9,41.9,50.0,0.162,22,3,0,0.5,2.0,28.3,0,0,1,0,11.62,14.8,2.0,20.6,1
2026-01-01T23:06:00,51.15,47.2,55.2,65.0,0.151,23,3,0,0.0,10.0,30.6,0,0,0,2,51.15,50.1,6.0,53.7,0
2026-01-01T23:24:00,58.06,53.6,55.9,65.0,0.14,23,3,0,0.0,10.0,27.0,0,0,1,2,58.06,56.6,6.8,60.9,0
2026-01-01T23:42:00,31.97,29.5,57.8,65.0,0.111,23,3,0,0.0,10.0,42.2,0,0,1,1,31.97,30.8,3.7,33.3,0
2026-01-02T00:00:00,39.62,36.6,51.5,65.0,0.208,0,4,0,4.5,3.6,32.2,0,0,1,1,39.62,39.6,4.8,45.7,1
2026-01-02T00:18:00,56.0,51.7,49.2,65.0,0.243,0,4,0,0.0,10.0,35.5,1,1,0,1,56.0,56.7,6.8,69.3,1
2026-01-02T00:36:00,21.69,20.0,58.1,65.0,0.106,0,4,0,0.5,2.4,20.4,0,0,2,2,21.69,20.8,2.5,20.0,0
2026-01-02T00:54:00,18.96,22.8,39.0,50.0,0.22,0,4,0,0.6,2.8,30.0,0,0,0,1,18.96,24.8,3.0,28.7,1
2026-01-02T01:12:00,47.35,43.7,48.6,65.0,0.252,1,4,0,5.6,3.9,32.1,0,0,0,2,47.35,48.1,5.8,57.8,1
2026-01-02T01:30:00,43.24,39.9,59.8,65.0,0.08,1,4,0,0.0,10.0,13.2,0,0,2,1,43.24,41.2,4.9,40.9,0
2026-01-02T01:48:00,38.33,35.4,52.0,65.0,0.2,1,4,0,2.1,3.6,22.1,0,0,0,2,38.33,38.2,4.6,42.6,1
2026-01-02T02:06:00,14.83,17.8,47.2,50.0,0.056,2,4,0,0.0,10.0,20.5,0,0,0,2,14.83,18.2,2.2,20.5,1
2026-01-02T02:24:00,38.62,35.6,61.9,65.0,0.048,2,4,0,0.0,10.0,24.4,0,0,0,2,38.62,36.3,4.4,39.8,0
2026-01-02T02:42:00,28.3,26.1,56.1,65.0,0.137,2,4,0,0.0,10.0,38.5,0,0,0,2,28.3,27.5,3.3,29.7,0
2026-01-02T03:00:00,17.16,20.6,42.4,50.0,0.152,3,4,0,0.0,10.0,22.0,0,0,0,1,17.16,21.9,2.6,25.0,1
2026-01-02T03:18:00,14.39,17.3,44.7,50.0,0.106,3,4,0,0.0,10.0,26.7,0,0,0,2,14.39,18.0,2.2,20.0,1
2026-01-02T03:36:00,46.11,42.6,62.1,65.0,0.045,3,4,0,0.0,10.0,39.3,0,0,1,2,46.11,43.4,5.2,42.6,0
2026-01-02T03:54:00,36.93,34.1,52.6,65.0,0.191,3,4,0,0.0,10.0,16.2,0,0,1,2,36.93,36.7,4.4,44.1,1
2026-01-02T04:12:00,35.42,32.7,56.0,65.0,0.138,4,4,0,0.0,10.0,26.1,0,0,0,0,35.42,34.5,4.1,40.5,1
2026-01-02T04:30:00,22.51,20.8,55.0,65.0,0.154,4,4,0,0.0,10.0,23.5,0,0,0,2,22.51,22.1,2.7,30.6,1
2026-01-02T04:48:00,60.98,56.3,57.5,65.0,0.115,4,4,0,0.0,10.0,28.0,0,0,0,1,60.98,58.9,7.1,66.6,1
2026-01-02T05:06:00,15.97,19.2,43.0,50.0,0.14,5,4,0,0.0,10.0,28.5,0,0,1,1,15.97,20.3,2.4,21.5,0
2026-01-02T05:24:00,37.81,34.9,60.0,65.0,0.077,5,4,0,0.0,10.0,25.4,0,0,0,2,37.81,36.0,4.3,34.9,0
2026-01-02T05:42:00,50.61,46.7,56.5,65.0,0.131,5,4,0,0.0,10.0,24.9,0,0,1,0,50.61,49.1,5.9,55.8,1
2026-01-02T06:00:00,43.58,40.2,44.2,65.0,0.32,6,4,0,9.8,3.9,21.8,0,0,1,1,43.58,45.3,5.4,59.6,1
2026-01-02T06:18:00,16.65,20.0,48.5,50.0,0.03,6,4,0,0.0,10.0,28.5,0,0,2,2,16.65,20.2,2.4,21.6,0
2026-01-02T06:36:00,54.81,50.6,47.9,65.0,0.263,6,4,0,6.6,2.4,34.7,0,0,0,1,54.81,55.9,6.7,70.8,1
2026-01-02T06:54:00,47.56,43.9,54.0,65.0,0.169,6,4,0,0.0,10.0,35.1,0,0,2,1,47.56,46.9,5.6,51.6,1
2026-01-02T07:12:00,30.85,28.5,65.1,65.0,0.0,7,4,0,0.0,10.0,28.1,0,0,0,0,30.85,28.5,3.4,28.7,0
2026-01-02T07:30:00,47.71,44.0,58.0,65.0,0.108,7,4,0,0.0,10.0,31.4,0,0,1,2,47.71,45.9,5.5,46.5,0
2026-01-02T07:48:00,49.98,46.1,59.5,65.0,0.085,7,4,0,0.0,10.0,26.5,0,0,2,0,49.98,47.7,5.7,50.5,0
2026-01-02T08:06:00,41.7,38.5,34.1,65.0,0.475,8,4,0,0.0,10.0,33.6,1,1,1,2,41.7,45.8,5.5,71.8,1
2026-01-02T08:24:00,31.63,29.2,42.7,65.0,0.343,8,4,0,0.0,10.0,26.6,0,0,2,1,31.63,33.2,4.0,45.6,1
2026-01-02T08:42:00,17.43,20.9,27.4,50.0,0.452,8,4,0,1.3,4.3,17.8,0,0,1,0,17.43,24.7,3.0,36.5,1
2026-01-02T09:00:00,34.16,31.5,43.7,65.0,0.328,9,4,0,0.0,10.0,27.7,0,0,0,2,34.16,35.6,4.3,43.5,1
2026-01-02T09:18:00,53.59,49.5,36.0,65.0,0.446,9,4,0,0.0,10.0,15.5,0,0,1,1,53.59,58.3,7.0,93.0,1
2026-01-02T09:36:00,24.76,22.9,46.1,65.0,0.291,9,4,0,0.0,10.0,41.6,0,0,0,1,24.76,25.6,3.1,31.5,1
2026-01-02T09:54:00,12.3,14.8,31.2,50.0,0.376,9,4,0,0.0,10.0,22.7,0,0,1,0,12.3,17.0,2.0,26.0,1
2026-01-02T10:12:00,55.87,51.6,33.8,65.0,0.48,10,4,0,0.0,10.0,34.3,0,0,0,1,55.87,61.5,7.4,94.9,1
2026-01-02T10:30:00,40.46,37.3,42.9,65.0,0.34,10,4,0,0.0,10.0,33.1,0,0,2,1,40.46,42.4,5.1,58.1,1
2026-01-02T10:48:00,53.99,49.8,37.6,65.0,0.422,10,4,0,0.0,10.0,16.8,0,0,1,1,53.99,58.2,7.0,87.0,1
2026-01-02T11:06:00,48.12,44.4,60.2,65.0,0.074,11,4,0,0.0,10.0,32.2,0,0,0,2,48.12,45.7,5.5,46.7,0
2026-01-02T11:24:00,55.35,51.1,61.0,65.0,0.062,11,4,0,0.0,10.0,23.2,0,0,0,0,55.35,52.4,6.3,53.6,0
2026-01-02T11:42:00,40.25,37.2,57.0,65.0,0.123,11,4,0,0.0,10.0,28.5,0,0,1,1,40.25,39.0,4.7,39.0,0
2026-01-02T12:00:00,47.83,44.2,53.6,65.0,0.175,12,4,0,0.0,10.0,30.7,0,0,0,0,47.83,47.3,5.7,56.3,1
2026-01-02T12:18:00,54.89,50.7,54.9,65.0,0.155,12,4,0,0.0,10.0,33.9,0,0,0,2,54.89,53.8,6.5,60.0,1
2026-01-02T12:36:00,49.05,45.3,53.9,65.0,0.171,12,4,0,0.5,2.8,32.5,0,0,1,2,49.05,48.4,5.8,57.6,1
2026-01-02T12:54:00,31.05,28.7,58.3,65.0,0.103,12,4,0,0.0,10.0,28.5,0,0,0,2,31.05,29.9,3.6,31.7,0
2026-01-02T13:12:00,51.95,48.0,50.8,65.0,0.218,13,4,0,6.4,3.3,28.4,0,0,2,2,51.95,52.2,6.3,57.0,1
2026-01-02T13:30:00,38.77,35.8,58.3,65.0,0.103,13,4,0,0.0,10.0,26.3,0,0,0,2,38.77,37.3,4.5,37.3,0
2026-01-02T13:48:00,28.04,25.9,62.0,65.0,0.046,13,4,0,0.0,10.0,31.6,0,0,0,2,28.04,26.4,3.2,29.6,0
2026-01-02T14:06:00,62.84,58.0,54.6,65.0,0.16,14,4,0,0.0,10.0,23.4,0,0,2,1,62.84,61.7,7.4,69.2,1
2026-01-02T14:24:00,44.42,41.0,61.3,65.0,0.057,14,4,0,0.0,10.0,32.0,0,0,2,1,44.42,41.9,5.0,42.8,0
2026-01-02T14:42:00,46.19,42.6,47.6,65.0,0.268,14,4,0,3.1,5.0,27.7,0,0,0,1,46.19,47.2,5.7,57.5,1
2026-01-02T15:00:00,18.98,22.8,33.6,50.0,0.328,15,4,0,1.9,4.4,35.1,0,0,1,2,18.98,25.8,3.1,31.8,1
2026-01-02T15:18:00,58.44,53.9,61.5,65.0,0.054,15,4,0,0.0,10.0,43.5,0,0,1,1,58.44,55.1,6.6,53.9,0
2026-01-02T15:36:00,45.71,42.2,59.4,65.0,0.086,15,4,0,0.0,10.0,11.1,0,0,0,2,45.71,43.7,5.2,45.1,0
2026-01-02T15:54:00,61.16,56.5,57.1,65.0,0.122,15,4,0,0.0,2.2,19.9,0,0,1,2,61.16,59.3,7.1,62.9,0
2026-01-02T16:12:00,30.7,28.3,54.6,65.0,0.16,16,4,0,1.4,3.6,15.8,0,0,1,1,30.7,30.1,3.6,34.9,1
2026-01-02T16:30:00,10.57,12.7,40.0,50.0,0.2,16,4,0,1.7,2.4,25.5,0,0,1,0,10.57,13.7,2.0,17.9,1
2026-01-02T16:48:00,58.4,53.9,57.4,65.0,0.117,16,4,0,0.0,10.0,26.4,0,0,1,2,58.4,56.4,6.8,60.7,0
2026-01-02T17:06:00,10.09,12.1,32.5,50.0,0.35,17,4,0,0.0,10.0,24.0,0,0,0,1,10.09,13.8,2.0,21.6,1
2026-01-02T17:24:00,42.04,38.8,35.2,65.0,0.458,17,4,0,0.0,10.0,27.7,0,0,2,0,42.04,45.9,5.5,77.2,1
2026-01-02T17:42:00,50.63,46.7,26.3,65.0,0.595,17,4,0,7.9,4.6,23.0,0,0,0,2,50.63,57.8,6.9,113.7,1
2026-01-02T18:00:00,56.58,52.2,41.5,65.0,0.362,18,4,0,1.4,4.8,21.6,0,0,0,1,56.58,59.8,7.2,81.9,1
2026-01-02T18:18:00,62.84,58.0,30.4,65.0,0.532,18,4,0,7.9,5.0,23.2,1,1,1,2,62.84,70.3,8.4,122.7,1
2026-01-02T18:36:00,46.65,43.1,39.2,65.0,0.397,18,4,0,0.0,10.0,30.5,0,0,1,0,46.65,49.9,6.0,72.4,1
2026-01-02T18:54:00,55.71,51.4,44.4,65.0,0.317,18,4,0,0.0,10.0,31.3,0,0,0,0,55.71,57.9,6.9,76.9,1
2026-01-02T19:12:00,57.7,53.3,30.5,65.0,0.531,19,4,0,6.1,2.4,34.2,0,0,1,0,57.7,64.6,7.8,112.9,1
2026-01-02T19:30:00,24.36,22.5,36.2,65.0,0.443,19,4,0,0.0,10.0,27.0,0,0,1,1,24.36,26.5,3.2,42.2,1
2026-01-02T19:48:00,52.45,48.4,35.1,65.0,0.46,19,4,0,5.0,3.6,26.4,0,0,2,2,52.45,57.3,6.9,90.1,1
2026-01-02T20:06:00,11.87,14.2,31.4,50.0,0.372,20,4,0,0.0,10.0,29.5,0,0,0,1,11.87,16.3,2.0,20.9,1
2026-01-02T20:24:00,10.61,12.7,32.1,50.0,0.358,20,4,0,0.0,10.0,23.6,0,0,0,2,10.61,14.5,2.0,19.5,1
2026-01-02T20:42:00,51.91,47.9,36.0,65.0,0.446,20,4,0,0.0,10.0,14.8,0,0,0,1,51.91,56.4,6.8,81.0,1
2026-01-02T21:00:00,47.54,43.9,55.5,65.0,0.146,21,4,0,0.0,10.0,28.5,0,0,0,0,47.54,46.5,5.6,50.8,1
2026-01-02T21:18:00,61.79,57.0,52.6,65.0,0.191,21,4,0,0.0,10.0,20.1,0,0,2,2,61.79,61.4,7.4,68.8,1
2026-01-02T21:36:00,58.96,54.4,61.5,65.0,0.054,21,4,0,0.0,10.0,19.5,0,0,0,0,58.96,55.6,6.7,58.2,0
2026-01-02T21:54:00,52.27,48.2,59.1,65.0,0.091,21,4,0,0.0,10.0,25.6,0,0,0,2,52.27,50.0,6.0,56.4,1
2026-01-02T22:12:00,60.49,55.8,61.5,65.0,0.054,22,4,0,0.0,10.0,26.5,0,0,0,1,60.49,57.0,6.8,55.8,0
2026-01-02T22:30:00,36.02,33.2,52.1,65.0,0.198,22,4,0,3.1,2.8,25.1,0,0,0,2,36.02,35.8,4.3,36.8,0
2026-01-02T22:48:00,30.37,28.0,59.5,65.0,0.085,22,4,0,0.0,10.0,17.5,0,0,2,1,30.37,29.0,3.5,30.6,0
2026-01-02T23:06:00,13.98,16.8,44.0,50.0,0.12,23,4,0,0.0,10.0,23.6,0,0,1,1,13.98,17.6,2.1,16.8,0
2026-01-02T23:24:00,39.9,36.8,37.5,65.0,0.423,23,4,0,1.4,3.6,25.5,1,2,0,2,39.9,43.0,5.2,68.3,1
2026-01-02T23:42:00,53.63,49.5,58.0,65.0,0.108,23,4,0,0.0,10.0,30.8,0,0,1,2,53.63,51.6,6.2,53.5,0
2026-01-03T00:00:00,61.36,56.6,56.0,65.0,0.138,0,5,1,2.7,4.1,29.4,0,0,0,0,61.36,59.7,7.2,69.0,1
2026-01-03T00:18:00,33.78,31.2,56.1,65.0,0.137,0,5,1,0.0,10.0,28.2,0,0,0,2,33.78,32.9,3.9,36.6,1
2026-01-03T00:36:00,17.09,20.5,42.4,50.0,0.152,0,5,1,0.0,10.0,20.8,0,0,1,2,17.09,21.7,2.6,28.5,1
2026-01-03T00:54:00,21.02,19.4,53.8,65.0,0.172,0,5,1,0.0,10.0,29.6,0,0,1,2,21.02,20.7,2.5,24.9,1
2026-01-03T01:12:00,9.75,11.7,43.7,50.0,0.126,1,5,1,0.0,10.0,33.5,0,0,1,2,9.75,12.3,2.0,11.7,0
2026-01-03T01:30:00,64.3,59.4,48.4,65.0,0.255,1,5,1,7.1,3.7,18.2,0,0,2,0,64.3,65.5,7.9,84.2,1
2026-01-03T01:48:00,32.04,29.6,57.7,65.0,0.112,1,5,1,0.0,10.0,31.8,0,0,1,1,32.04,30.9,3.7,31.8,0
2026-01-03T02:06:00,48.8,45.0,58.2,65.0,0.105,2,5,1,0.0,10.0,29.4,0,0,0,2,48.8,46.9,5.6,49.6,0
2026-01-03T02:24:00,57.63,53.2,57.9,65.0,0.109,2,5,1,0.0,10.0,13.6,0,0,0,2,57.63,55.5,6.7,56.5,0
2026-01-03T02:42:00,52.09,48.1,36.2,65.0,0.443,2,5,1,12.3,3.4,34.0,0,0,1,2,52.09,56.6,6.8,87.0,1
2026-01-03T03:00:00,22.18,20.5,58.8,65.0,0.095,3,5,1,0.0,10.0,22.0,0,0,0,1,22.18,21.3,2.6,21.8,0
2026-01-03T03:18:00,56.12,51.8,56.3,65.0,0.134,3,5,1,0.0,10.0,39.5,0,0,0,2,56.12,54.6,6.6,60.8,1
2026-01-03T03:36:00,11.25,13.5,40.9,50.0,0.182,3,5,1,0.0,10.0,26.2,0,0,0,1,11.25,14.5,2.0,18.8,1
2026-01-03T03:54:00,33.92,31.3,54.6,65.0,0.16,3,5,1,0.0,10.0,29.1,0,0,0,2,33.92,33.3,4.0,38.3,1
2026-01-03T04:12:00,48.17,44.5,55.2,65.0,0.151,4,5,1,0.0,10.0,28.7,0,0,2,2,48.17,47.2,5.7,54.5,1
2026-01-03T04:30:00,61.84,57.1,60.1,65.0,0.075,4,5,1,0.0,10.0,30.0,0,0,1,2,61.84,58.8,7.1,62.5,0
2026-01-03T04:48:00,61.06,56.4,59.2,65.0,0.089,4,5,1,0.0,10.0,20.5,0,0,0,1,61.06,58.4,7.0,62.6,0
2026-01-03T05:06:00,64.97,60.0,42.4,65.0,0.348,5,5,1,13.2,3.2,22.5,0,0,1,0,64.97,68.4,8.2,95.5,1
2026-01-03T05:24:00,31.04,28.7,58.9,65.0,0.094,5,5,1,0.0,10.0,33.3,0,0,1,2,31.04,29.8,3.6,31.2,0
2026-01-03T05:42:00,39.04,36.0,52.9,65.0,0.186,5,5,1,1.4,3.1,27.8,0,0,0,2,39.04,38.7,4.6,48.2,1
2026-01-03T06:00:00,29.28,27.0,55.1,65.0,0.152,6,5,1,0.0,10.0,28.0,0,0,1,2,29.28,28.6,3.4,34.3,1
2026-01-03T06:18:00,37.59,34.7,36.3,65.0,0.442,6,5,1,0.0,10.0,25.1,1,2,0,2,37.59,40.8,4.9,62.6,1
2026-01-03T06:36:00,39.32,36.3,62.7,65.0,0.035,6,5,1,0.0,10.0,28.1,0,0,0,0,39.32,36.8,4.4,36.3,0
2026-01-03T06:54:00,19.24,23.1,45.2,50.0,0.096,6,5,1,0.0,10.0,36.2,0,0,1,1,19.24,24.0,2.9,23.1,0
2026-01-03T07:12:00,60.99,56.3,57.7,65.0,0.112,7,5,1,0.0,10.0,22.0,0,0,0,0,60.99,58.8,7.1,63.6,0
2026-01-03T07:30:00,15.02,18.0,42.3,50.0,0.154,7,5,1,0.0,10.0,34.9,0,0,1,2,15.02,19.1,2.3,19.1,0
2026-01-03T07:48:00,60.31,55.7,50.4,65.0,0.225,7,5,1,0.0,10.0,29.9,0,0,0,1,60.31,60.7,7.3,78.2,1
2026-01-03T08:06:00,53.24,49.1,59.4,65.0,0.086,8,5,1,0.0,10.0,29.5,0,0,1,1,53.24,50.8,6.1,53.1,0
2026-01-03T08:24:00,22.57,20.8,58.6,65.0,0.098,8,5,1,0.0,10.0,31.2,0,0,1,1,22.57,21.6,2.6,22.5,0
2026-01-03T08:42:00,16.72,20.1,51.4,50.0,0.0,8,5,1,0.0,10.0,20.2,0,0,0,2,16.72,20.1,2.4,20.1,0
2026-01-03T09:00:00,21.12,19.5,59.5,65.0,0.085,9,5,1,0.0,10.0,19.0,0,0,0,2,21.12,20.2,2.4,23.0,1
2026-01-03T09:18:00,46.52,42.9,60.3,65.0,0.072,9,5,1,0.0,10.0,17.7,0,0,1,2,46.52,44.1,5.3,45.0,0
2026-01-03T09:36:00,59.61,55.0,53.3,65.0,0.18,9,5,1,0.0,10.0,31.9,0,0,0,2,59.61,59.0,7.1,70.0,1
2026-01-03T09:54:00,33.22,30.7,57.8,65.0,0.111,9,5,1,0.0,10.0,17.7,0,0,0,1,33.22,32.1,3.9,33.0,0
2026-01-03T10:12:00,46.77,43.2,40.6,65.0,0.375,10,5,1,0.0,10.0,18.9,1,2,0,0,46.77,49.7,6.0,64.2,1
2026-01-03T10:30:00,41.09,37.9,42.5,65.0,0.346,10,5,1,11.4,3.9,23.2,0,0,0,0,41.09,43.1,5.2,55.0,1
2026-01-03T10:48:00,8.07,9.7,45.2,50.0,0.096,10,5,1,0.0,10.0,26.9,0,0,0,0,8.07,10.1,2.0,9.7,0
2026-01-03T11:06:00,46.28,42.7,56.5,65.0,0.131,11,5,1,1.0,4.4,31.7,0,0,0,2,46.28,44.9,5.4,55.3,1
